venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor,eventbrite
"Netherlands eScience Center (in person, Amsterdam)","Science Park 402, 1098 XH Amsterdam",Netherlands,52.3566292,4.9568662,"April 06 - 06, 2022",9:30 - 16:30 CEST,2022-04-06T00:00:00Z,2022-04-06T00:00:00Z,"Djura Smits, Johan Hidding","Cunliang Geng, Francesco Nattino",ds,ds-docker,Reproducible Computational Environments Using Docker Containers,2022-04-06-ds-docker,NA,NA
